Date,Time,Response,Review
15-12-2024,00:25:10,Yes,"One of the best buffet experiences we had in Hyderabad. The food, especially the starters and desserts were out of the world. The ambience and experience is unique. The staff is very courteous and made us feel like we were at our family home! Would like to call out Shabbir for the gracious hospitality. Must visit if you are in Hyderabad."
16-12-2024,01:25:10,No,"Liked the food it's was good but not anything special or memorable, good service but I do not appreciate how the waiters pestered me into writing a review. No wonder this place a high rating staff will keep bugging you till you write a good review"
17-12-2024,02:25:10,Yes,"One of the best restaurants in town, they have got the best food and staff specially SABIR.
The ambiance is great, and the variety of food they have is awesome. Must try for chicken wings, corn fry, mushrooms, pizza, & varieties of deserts.
They have got live counters for pizza, pani puri & liquid nitrogen ice cream which is one of its kind in the city rit now.
Visited this place for a friends birthday, the complimentary cake & Dance was awesome."
18-12-2024,03:25:10,No,"Starters are not so bad
Pan ice cream is good
Please provide good entertainment
Food shots are okay
Hospitality is so good from jayanta, haasubul."
19-12-2024,04:25:10,Yes,"If u r looking for a peaceful place with a good service for birthday celebrations or any kind of celebrations like anniversary etc...ur search ends here ...this place have buffet which is superb with a reasonable price ...i just love the ambiance of this place and decors ...the service they give is 5 out Of 5 star ..i would like to mention uh #SABIR for ur POLITE AND HUMBLE service with a beautiful smile from the starting of session to the end ...u will be lucky if SABIR serves on ur table...we've visited this place for our friends birthday to surprise her...the way they wish the birthday person is superb ❤...we had starters which was all good..here u must try prawns,wings,fried fish which is a must ...
In main course was nice ..coming to the desserts we had gulab jamun,halwa ,jalebi(which was served hot from live counter),macarons was not bad , i dont like that brownie,pastry,sandwich was too hard ...in the end the best thing i liked there was "" smokin' cold icecream"" which is also a must try..overall we had good time here...looking forward to come again !! .."
20-12-2024,05:25:10,No,"Great ambience and lovely food....
Eating festival for food lovers like me....😋
Service is excellent .... Brothers Hamid, Sanjit and Jakirul have taken good care of us....
Our baby enjoyed special status on spiceless food n painting playing time"
21-12-2024,06:25:10,Yes,"Haleem, the best place to try out.
Avaialble in all multiple outlets.
Haleem, usually found in the Ramdan season, months of march to July served by Shah ghouse and badam kheer are must try"
22-12-2024,07:25:10,No,"Ordered Chicken Fried rice. Very good; however, didn't give curry with it. Not sure whether they forgot. But did like the taste of the variety."
23-12-2024,08:25:10,Yes,Wonderful place with good food taste i like the way they prepare the food. There i like they serve to us and the way they maintain the restaurant clean
24-12-2024,09:25:10,No,This time I have experienced Mandi it's very nice quality Mandi lovers will sure love this here with I will request the restaurant add more pics of chicken r mutton
25-12-2024,10:25:10,Yes,"Nice taste of Biryani, and the price was also fair, ambience was good.went with my team they loved it..starters were excellent with crisp and spices"
26-12-2024,11:25:10,No,"No that good when compared to Tolichowki branch... Starters are good. But not the main course and Biryanis.
Tolichowki is the main branch for shah ghouse."
27-12-2024,12:25:10,Yes,Used to hear that this was probably the best place to have haleem in the city. To my dismay I ordered their renowned haleem last night at about 12PM. Tastewise it seemed average but as I was hungry I finished it fast. Fell asleep at 2AM to wake up at 5AM with a severe upset stomach. This went on and when I woke up by 10AM my stomach still hurt. I'm pretty sure it was some form of mild food poisoning maybe due to hygiene  standards. Nonetheless if they keep this up they'll gradually lose their clientele. Would recommend a place called Cafe 555. Their haleem is far tastier and doesn't come with the complimentary food poisoning.
28-12-2024,13:25:10,No,"Food is good, but for the second time around they didn't send us our complete order. Had ordered 4 Naans, got only 2. Also got Daal Tadka instead of Daal Makhani. Not sure if its the Ramadaan rush, but now twice in a row our online orders thru Zomato have been messed up. Probably will avoid going forward."
29-12-2024,14:25:10,Yes,Best Hyderabad biryani. If you are visiting Hyderabad and you are a non vegetarian you must visit this place and taste the authentic hyderabadi biryani.
30-12-2024,15:25:10,No,"I just went for the biryani, and it didn’t disappoint. We ordered the special chicken biryani. It was spicy and tasty and seemed proper Hyderabadi. One dish enough for two people easily. Decent service as well.
Ambience - 3.5/5
Food - 4.5/5
Service - 4/5
Cost - 4/5"
31-12-2024,16:25:10,Yes,"Its a worst thing happened with me.we ordered for mutton family pack.here i got chicken familypack🙄i dont know who's neglegance is this..either restaurant person or delivery boy...i made a call to restaurent to know what's the problem is,but they are not responding at all..please check when you asked for food delivery...."
01-01-2025,17:25:10,No,"I have placed order for Mutton Haleem Special - 3 Qty and Biryani Rice - 1 Qty. Shah Ghouse and Zomoto together delivered shortage of Mutton Haleem Special - 1 Qty, informed to deliver executive while collecting parcel and reportes to Zomoto support. Zomoto team said that no response from Shah Ghouse regarding shortage delivery. Finall Zomoto also not confirmed anything and accepted refund only missed item value. Packing also very unhygienic. Totally upset with Shah Ghouse and Zomoto."
02-01-2025,18:25:10,Yes,biryani was oily
03-01-2025,19:25:10,No,"I heard Haleem will be so good, etc etc but taste is not that great as others said. Just boiled the meat and grinded like paste. Nothing special in it"
04-01-2025,20:25:10,Yes,"It’s a fact that the entire hyderabad waits for Ramadan just so that they can have haleem and no place better to do that than the king of haleems; shah ghouse.
Tip: ask the person to get you a no added oil haleem and trust me, it tastes much better. We also have the habit of adding pathar ka gosht on top to make it taste even more delicious."
05-01-2025,21:25:10,No,"Always the best... The taste of the biryani is so unique that I can close my eyes, taste the biryani and tell that it's Shah Ghouse Biryani....

I deducted one point for the behaviour, which could have been better. Not pointing towards any specific scenario but I would prefer ordering online from Shah Ghouse than going there and eating, specially when I am late.

The quality sets it apart from its competition. It is guaranteed that you will get the same excellent quality of food everytime ...

I judge a restaurant by its consistency and Shah Ghouse is indeed the most consistent restaurant in terms of food quality."
06-01-2025,22:25:10,Yes,"Ordered kaju panner, they have delivered chicken curry. So disappointed. Enquired with Zomato delivery boy he says we just pick the item and come."
07-01-2025,23:25:10,No,I ordered mutton biryani for lunch today. The mutton was not cooked properly. It was hard and unchewable. I had high expectations from this restaurant as I had heard good feedback from a friend. I was really dissapointed.
08-01-2025,00:25:10,Yes,I had shawarma so many times in so many places but no one can prepare like him it was so tasty and price was also okay and they always respect the customer instructions
09-01-2025,01:25:10,No,They send me wrong order I ordered mutton biryani and they send me chicken biryani and this app is worst app we can't even get in touch with customer care.
10-01-2025,02:25:10,Yes,"In regular days, its a good place to have a good Biryani. But during Ramzan, the quality of food goes down in terms of taste. But Haleem is always good here."
11-01-2025,03:25:10,No,"The place to have one of the best Biryani’s in hyderabad. Chicken and mutton biryani are both awesome. The food is hygenic and well cooked. Chicken 65 and chicken biryani are a must try. Veg starters are also taste worthy and relished at time.

Cheers Rakshita Nath"
12-01-2025,04:25:10,Yes,"Ordered haleem from shah ghouse, It has got really very good taste, quantity and consistency. Really satisfied with the order. But samll suggestion, please add some more dry fruits"
13-01-2025,05:25:10,No,My second haleem this year is Shah Ghouse and after that I have tried at 4 different places. Trust me the taste at shah ghouse stands out and it makes you go back at its crowded outlet and have more of it. 100% delicious
14-01-2025,06:25:10,Yes,forgot to send the spoon.
15-01-2025,07:25:10,No,Awesome taste must visit in hyderabad.... Good place to visit with friends or if its for team lunch recently added mandi also... Yummy taste especially haleem
16-01-2025,08:25:10,Yes,Shah Ghouse is a best place for Hyderabad biryani. Their quality and quantity are really satisfied. They have all the branches with same taste.
17-01-2025,09:25:10,No,"I have ordered multiple times from this restaurant and I have never been so upset. Of course I have recieved wrong orders from this place once or twice before which I ignored and not reported thinking these might be human errors but its beyond those now. Orders can't go wrong so many times when you have such a full fledged food business across the city. Yet another incident today where my order was wrong. You can check with my name what I ordered and find the attached picture of what you sent in my very recent order which was on 7th May'19.

Hope you people learn from your mistakes and yes I wouls also like to bring it to notice that the zomato support is no good either. They deny support right on your face which is unprofessional and unethical both at the same time. Guess Zomato needs to upgrade their standards and teach their support reps about what customer service is about and how to do it right."
18-01-2025,10:25:10,Yes,"When you will order ,you will get other item ..surprising restaurant..wheather you order chiken you will always get veg cheap cost item. Better to don't order food my suggestion ..because I ordered more then twice got less cost cheap unordered item ..save money"
19-01-2025,11:25:10,No,Perfect place to order for mutton Biryani and mandi. Superb taste but a miner issue with this restaurant is it's so busy on weekends and they will not concentrate on ordered items and some times they deliver incorrect order. Otherwise it's awesome...🍖🍗
20-01-2025,12:25:10,Yes,The waiters were very rude that the hotel is very busy...if you ask for starters and soups they say it will late order biryani🤨🤨...Inam shocked with their behaviour with customers
21-01-2025,13:25:10,No,"The contact number in the true caller shows best cheaters in the world... Good
I had ordered for mutton biryani nd I got noodles which are ugly... Wow I am so happy for that
Good keep it up(bullshit)
How careless they are for delivering this type of service to customer who orders for food
This is really disgusting and bullshit
I suggest everyone not to order any food from this restaurant(Shah ghouse gachibowli)
Better remove service from zomato
Many of our friends had many issues from this restaurant, like delivering different food from ordered food, and delivering one shawarma instead of two and others
Zomato authority should take of all these problems which are spoiling the name and fame"
22-01-2025,14:25:10,Yes,"Food and taste is fabulous, nothing there to complaint but the way they use containers for delivery need to improve. Sometimes for curry orders packages are leaking out. To be top all the facilities provided by restaurant should be in best quality😍"
23-01-2025,15:25:10,No,Ordered special chicken biryani. Biryani was great in taste but ambience was not good. Also this restaurant is too unhygienic and over crowded.
24-01-2025,16:25:10,Yes,"Absolutely everything about shah ghouse is amazing. You wouldn't mind the ambience much as food is finger licking good. You can tell that the place serves good food as it is always crowded. They serve the best mutton biryans, shawarmas and murgh musallam ( not sure of the spelling).
5 stars 🌟 only for the food 🤤"
25-01-2025,17:25:10,No,"Will be visiting this place at least twice in a month
Chicken biriyani and chicken lollipop will be fab here..
Prawns curry and rumali roti is good.must try Dryfruit Falooda and butterscotch falooda"
26-01-2025,18:25:10,Yes,Shwarma was really good. Biryani was average with hard huge chicken pieces. Paneer dish was also average. They have seating for everyone from bachelors to family.
27-01-2025,19:25:10,No,"The biryani here I found very delicious, worth of money. All spices were blended and mixed well, but one thing they used a lot of spices that could probably disturb the taste"
28-01-2025,20:25:10,Yes,Amazing taste as compare to all other restaurants around Gacchibowli Telecom nagar HYDERABAD.they follow all instructions care fully so 5star
29-01-2025,21:25:10,No,"I ordered an egg biriyani and got a chicken piece in it, disgusting! Never ever going to order from this restaurant again. Disappointed....."
30-01-2025,22:25:10,Yes,not at all fresh
31-01-2025,23:25:10,No,The Chicken SP Biriyani was just delicious. Wonderful service. First try in Hyderabad. Definitely one of the best experiences. High speed delivery and hot food.
01-02-2025,00:25:10,Yes,"Ordered veg biryani here, the vegetables they used especially beans are awful. The are almost became like drumstick on chewing and cant eat them. Will never order again neither recommend to any."
02-02-2025,01:25:10,No,"Shah Ghouse Biryani is better than Paradise. It's is very soft and warm when you open a packet and nice spice scent. good quality of chicken its uses for Biryani, I always prefer to eat first this one in Biryani category."
03-02-2025,02:25:10,Yes,"Me and my friends has a mandi at Shah Ghouse restaurant which was at Gachibowli, and our experience was really poor comparing to others restaurants in Hyderabad."
04-02-2025,03:25:10,No,"Worst food, no quality this would be the worst biryani I ever i had in my entire life. This the chicken biryani without chicken and the chicken is mashed up and keema and I would say this is chicken keema biryani 🤣🤣🤣."
05-02-2025,04:25:10,Yes,Food taste better here. The food servicing is not that much good. The food preparation time is bit high. If you have patience to wait then you can give a try for it.
06-02-2025,05:25:10,No,"The Taste of Biryani is So Good, Rate is Pocket Friendly. I Recommend Shah Ghouse for Good Biryani.Good Food Good Taste. Like Shah Ghouse Biryani."
07-02-2025,06:25:10,Yes,delivered on time
08-02-2025,07:25:10,No,No onions for any biriyani full fake delivery. Don't order and believe them they are delivering false biryani and fake identity of original.
09-02-2025,08:25:10,Yes,"Biryani is good but tandoor was not up to mark.. but still for non vegetarian, this place is heaven... Plenty of items at reasonable price.."
10-02-2025,09:25:10,No,"We ordered egg biryani and we were delivered chicken biryani with chicken replaced with eggs. He tried his best to pose it as egg and biryani but he forgot to remove bones from the biryani.

Wouldn't order egg biryani from here again."
11-02-2025,10:25:10,Yes,"Ordered sechwan rice from here, the rice was not cooked properly and it was too dry and hard to eat with full off oil. I haven’t expected such food from this restaurant. They should have eaten the food first before it is sending out for delivery."
12-02-2025,11:25:10,No,Ordered Regular Chicken Biryani but the rice was not cooked and the i ordered double masala which i didn't get and the taste was not that good which was great when i ordered before.
13-02-2025,12:25:10,Yes,Biryani is always tasty. The best part is restaurant remains open till late night. Whenever we have party plan we use to order from shah ghouse
14-02-2025,13:25:10,No,Taste is good but the service at gachibowli was really poor which compelled the guests to look for another option despite wanting to stay. ..
15-02-2025,14:25:10,Yes,Mandi seema lovely items. Should definitely try it. But item should be hot 🔥 to better its taste. Service in the restaurant were not that good for the family orientated people there will be late what ever you try
16-02-2025,15:25:10,No,"Very very bad experience for me, the waiter servicing was very bad I really irritated a lot by this environment , very bad feeling to me I requested u please improve customer servicing l, they not even response us I should call 5 more times I really feeling very bad, for me first time such a bad experience to me😑"
17-02-2025,16:25:10,Yes,The food served here is good and mutton Biryani is super tasty.the service is friendly. We can order from our car like a drive inn. One of a kind biryani I've ever ate.
18-02-2025,17:25:10,No,"The Biryani is awesome, You will surely crave for it. but only NonVeg biryani.
Chicken Shawarma is toooo good and yummy yummy, starters are also very tasty."
19-02-2025,18:25:10,Yes,"Was trying to go to ter Charminar branch but due to small mistake in cab bookings ended up at tiz branch.. took Ter AC hall in d 1st floor.. typical resto arrangement and AC was mild and filled with Biryani Aroma...
Ordered chicken tikka ₹230, juicy well marinated and perfectly cooked chicken, qty was huge.. served with mint chutney, spl.mutton Biryani ₹280, Biryani had huge portion which can easily serve two good eaters, Biryani was served with a egg and about 10-12 pics of tender mutton pcs... Biryani lived up to its legendary status... VFM 5/5..."
20-02-2025,19:25:10,No,"This is my first order in SHAH GHOUSE. Nice food perfectly cooked. I ordered Prawns biryani and i never had this taste in hyderabad especially aroma of rice was so tasty. Temperature of food, quantity and packing is awasome......"
21-02-2025,20:25:10,Yes,"This is bloody disgusting. I had to wait for more than 120 mins for my order. And after that got a call for cancellation of the order. If you can't sever the order let the customer know about it, don't made him wait for a long time. 120 mins of Sunday is precious for me. To hell with your service..."
22-02-2025,21:25:10,No,"I visited this place with my brother after reading some great reviews and ratings on Zomato. Though the restaurant claims to be authentic original Hyderabadi taste the Gachibowli branch was open in 2015. Given that the ambiance and maintenance is pathetic. It looks and feel extremely unhygienic to the point that we had second thoughts eating there. Staff was extremely disorganized and there were many customers seen complaining.
So for ambiance and hygiene it's a complete NO...
Food was okay we ordered Apollo fish starter which was very hard. And spcl mutton biryani which was good but nothing exceptional and Paradise or Pista house has better taste than it. Quantity wise it was sufficient for both of us. And it was pocket friendly hence 2 ratings.
I would not be visiting or suggesting this place to anyone."
23-02-2025,22:25:10,Yes,One of the finest biryanis i have ever seen. My favorite biryani rather than paradise or pista house. Very tasty food and good looking restaurant
24-02-2025,23:25:10,No,I have ordered Egg fried rice and some roties from here at night 11'o clock. The food was ok-ish. I don't know if I ordered in time. Roties were also not that much good.
25-02-2025,00:25:10,Yes,I ordered chicken biryani online.. Zomato delivered it ontime but food quality was very bad.. Honestly I doubt whether they are serving chicken or some other meat.. I had to thrown the biryani that they delivered.. Very bad restaurant that I felt.
26-02-2025,01:25:10,No,not good
27-02-2025,02:25:10,Yes,"Worst food received, low quality rice was used, egg fried rice was almost spoiler, unable to eat. Worst experience ever, does not recommend."
28-02-2025,03:25:10,No,"It's one of the famous restaurants in Hyderabad for Hyderabadi Biryani. It serves several non veg items. This restaurant is quite crowdy. It's a good place for Family Lunch or Dinner.

instagram.com"
01-03-2025,04:25:10,Yes,It is completely biryani house.. You will not ❌ get satisfied every time. But u can't find these type of biryani in Hyderabad. Very crowded place have to wait much time to get a seat. Ambience is below. Price is very low when compared to other restaurants
02-03-2025,05:25:10,No,"To sum it up - ""Amazingly Delicious"".

We ordered the enormous Tandoori Family Platter, fresh Apollo fish and the massive ""Jumbo Pack"" Biryani.

Tandoori Family Platter (hand for scale) - This beast consist of 5 whole chickens (different kebabs), boti kebabs and seekh kebabs ... Served with 8 rumali rotis
and
Apollo Fish (The plate in top middle which is not so small but looks tiny in front of the platter)

Jumbo Pack Biryani - This delicious biryani is the one to die for. Arguably, one of the best Hyderabadi Biryani, it is served with Egg curry & raita and can easily feed an entire family.

Price:
Tandoori Family Platter: Rs. 1300/-
Apollo Fish: Rs. 240/-
Jumbo Pack Biryani: Rs.600/-

Food : 4.5/5
Service : 4/5
VFM : 4.7/5

Follow @dieeating18 on Instagram for more food reviews and offers
https://www.instagram.com/dieeating18"
03-03-2025,06:25:10,Yes,The ordered veg biryani was without vegetables..I don't understand how this is called a veg biryani..the quantity is good matching to the cost.
04-03-2025,07:25:10,No,"Great food. Okay-ish ambiance. Decent service. Exactly the place you want to dine with good ol' friends.
The likelihood of finding a parking spot during weekends is slim to none."
05-03-2025,08:25:10,Yes,One of the best Biryani restaurant in Hyderabad. Kebabs and other mughlai dishes are also delicious. Highly recommended for all non-veg lovers!
06-03-2025,09:25:10,No,"Visited this place on 24 March,2019, as one of my friend invited us to have a lunch party there. We went there around 1 pm and it was pretty difficult to get a car parking there, but we managed one. Not to mention that the place was literally overcrowded! Such is popularity of this place! Lets find out, how the experience was.

Ambiance

=========

Its a multistoried restaurant. And every floor was full to the brim, with several Biriyani crazy people! We got seated at the second floor. The floor was brimming with people and hardly any empty table. The seats were well laid out , comfy and spacious. Ratings - 3.5/5.

Service

=========

The waiter took some time to take the order and quite some time to deliver the food. He paid heed to whatever requests we made and was keen to help. Overall service was fine. Ratings - 4/5.

Food

=========

Here comes the big deal. Lets find out if all the craze that this place generates, is worth it? Actually four of us were there for the lunch and the waiter recommended ""Family Pack"" chicken Biriyani along with Reshmi Kebab and Ginger chicken for starters. The starters arrived and they looked yum! The Reshmi Kebab was wrapped in an fluffy wrapping (made with the non-yolk part of the egg) . The kebabs were so soft that it literally melted in our mouth. The ginger chicken was tasty as well. Must mention that both the starters had ample amount of chicken pieces, which was pretty filling for even four of us. Then came the ""Family Pack"" Biriyani, which was more than enough for even four of us( we even had to parcel the leftover). The Biriyani, here has a very different taste here. Its not that spicy but its delicious! No wonder, this place is so famous! Ratings - 4.5/5.

Value for Money

============

All these food, for just thousand bucks! Need I say more. Pisa Vasool. Ratings - 5/5.

Lets calculate,

Rating = (Ambiance + Service + Food + VFM)/4 = 4.25

Final Thoughts

=============

If you are in Hyderabad and looking for Biriyani experience ( also soft and yummy kebabs), then visit to this place is an absolute must! Highly Recommended!"
07-03-2025,10:25:10,Yes,"Ordered food via swiggy and got old and rubbery chicken. Of course it was stale and leftover stuff which was remodeled and resold. Shameful conduct,never ordering again."
08-03-2025,11:25:10,No,"The food was really bad. Onion Salad was not served. Worst taste. Rahtha and the fish ordered smelled very bad, I was completely disappointed with Shah Ghouse biryani"
09-03-2025,12:25:10,Yes,"This is one of the best Restraunt in Hyderabad.....
Here Food is awesome and has perfect taste. It also provides best service. Here I am visiting since 2016 and never got rid of the food.."
10-03-2025,13:25:10,No,"Loved the chicken biryani totally. Mild spices,well cooked rice,4 big chicken pieces. But somehow got disappointed by the butter Naan and chicken Masala. Anyways heaven for Biryani lovers."
11-03-2025,14:25:10,Yes,Shah Ghouse Hotel Did not deliver my order after making payment online. Zomato to ensure my online payment to be refunded as early as possible.
12-03-2025,15:25:10,No,Our regular place to have chicken/mutton biryani. The flavour is awesome. Can't get the same anywhere. Most favourite is special chicken biryani. The biryani will be completely different compared to the regular restaurants style.
13-03-2025,16:25:10,Yes,Ordered chicken briyani and vegetables briyani. It's was good as usual!! If they could increase the paneer in the veg briyani that would be brilliant.
14-03-2025,17:25:10,No,"Please don't visit this place in the night if at all you are going along with your family...
No service after 12:00 as the zomato says it's open upto 2:00...complete missguiding and fooling customers....
I'm a fan of the biryani served here...but the staff,the timings,and the cleanliness over here is a clean bullshit...
Better to visit the other branches like shalibanda and tolichowli...please don't visit this holy hell....!
I posted some pics just look at the table where we dine to eat...yuck...!"
15-03-2025,18:25:10,Yes,I have ordered through Zomato 1 chicken and 1 Veg biryani and received Chicken and Egg biryani.  This is second instance happened.  I have thrown away the Egg biryani and also the taste of the Chicken biryani is not so good.....
16-03-2025,19:25:10,No,"Most disappointing experience ever! Ordered for vegetable biryani during midnight hours from this restaurant. Delivery through swiggy was quick and swift but to my surprise I received only biryani rice, absolute no vegetables or masala. Very bland taste too. I do not understand why these restaurants cheats customers if they out of stock. I would not recommend anyone to trust this restaurant"
17-03-2025,20:25:10,Yes,Horrible biryani this is what we got when we ordered on Swiggy. It looks like you just want to make money selling biryani and left over pieces
18-03-2025,21:25:10,No,"Offers one of the Best Biryani's in Hyderabad! Also their Irani chai is awesome. Both of them are must try, you'll not be disappointed. Place is little crowdy though."
19-03-2025,22:25:10,Yes,"I had heard a lot about this place so I went there. The dining area was pretty jammed and there seemed a lot of dirt lying around like used napkins, food etc. I anyway passed it for the fact that the place is all time busy. But then I saw a RAT nibbling on the scattered food. I reported this to the manager and he told me it's okay and 'ek do Galti toh ho jati hai' and they literally forced me to pay for my order which I did not even touch. The staff was highly rude and it has been one of the worst experiences in Hyderabad."
20-03-2025,23:25:10,No,"Original Hyderabadi and ghee flavoured mutton Biryani is my fav item from this restaurant and I am totally addicted to this dish😍😍😍

Best quality too, not ₹300 I am ready to spend ₹600 for a dish like this."
21-03-2025,00:25:10,Yes,"Food is decent and tastes palatable, not the best, though not very comfortable with the hygiene. Ambience is average, service is poor. Good value for money if one can ignore the ambience and service."
22-03-2025,01:25:10,No,Can't ever say no to this place how much ever crowded it gets or the time one has to wait to get a seat here. Biryani is simply amazing definitely among the best in Hyderabad
23-03-2025,02:25:10,Yes,"The hotel never updates the status of the order. I called Zomato support after 20 mins of placing the order, then the Zomato support team calls the hotel to accept the order and then they update the order. Next them mention it will be delivered by 1:11pm but again no update. I called again at 1:15pm to check what happened to the order. They again called the hotel to get an update. Then they mention your food is still getting prepared, its in the kitchen. What the hell the order that should have delivered way back its still in kitchen and you guys don't mind to update or apologize. I asked to cancel the order and Zomato said it can't cancel as it will be waste of food. Great and I am stuck with the hotel's will to deliver it or not. Pathetic service."
24-03-2025,03:25:10,No,Good and polite delivery boy
25-03-2025,04:25:10,Yes,"Just wow 👌 I placed an order for Mutton Laham special mandi, it was really 😋 yummy. They provide a bowl of mutton juice along chat Pata 🍅 tomato red chilli 🌶 chutney with this dish & must say it really fetches and satisfies your hunger.
I just say it's a MUST TRY once for sure. 👍"
26-03-2025,05:25:10,No,my chicken was not boneless
27-03-2025,06:25:10,Yes,"Went for team lunch on friday, overcrowded and hard to get the place. After 30 minutes of waiting got the table. Ordered tandoori platter and dum Biryani.

Chicken Tandoori is roasted and spices are marinated well and biryani is worth for waiting. Remaining items are better to ignore ( Roti and kebabs)

Dessert - kurbani ka meta is delicious.

Pros: Budget friendly

Cos: long waiting especially on weekends
Ambience."
28-03-2025,07:25:10,No,Mutton special Biryani & chicken Biryani are good in taste. Grill chicken was little oily and service was good. It's one of the best place for Biryani lovers.
29-03-2025,08:25:10,Yes,"I have ordered for special mutton biryani but they delivered chicken biryani

And no response form the restaurant num of the number were working"
30-03-2025,09:25:10,No,"Been here 3 to 4 times earlier too... This place never dissapoints with their taste and flavours. Not only the biryani but i love the other dishes as well. Anyhow the biryani is the best here😍
This time we had chicken majestic, punjabi chicken with butter naan and biryani everything was so good and even the staff was very courteous to us.
Ps: Dont expect a fancy ambience just visit for their food."
31-03-2025,10:25:10,Yes,"Great ambience, met an excellent man - Sarbeshwar. Super cool guy and great service. Food and music is excellent. Basil chicken tikka is a must try."
01-04-2025,11:25:10,No,"Great service by Sarmeshwar. Nice ambience as always. Fantastic music, fantastic crowd. Good food and everything is nice about the place......"
02-04-2025,12:25:10,Yes,"This is the best place for beer lovers. With my few friends, we aare at otm gachibowli. Loved the ceaft beer, white high, 🍎 cider. And the food is awesome. We ordered mecican pizza , burmese parcel we just loved it. The ambience is simple best. Loved it."
03-04-2025,13:25:10,No,Good food and nice craft beer. Service from sarveshwar. Lunch platter on weekday is quite expensive. Tables are well places so it does not seem way to crowded
04-04-2025,14:25:10,Yes,Awesome place to chill. Must visit.miss it at ur own risk. Lager beer is awesome. Serving is professional esp. Johny suggested nice menu. Enjoyed starters. Khandari murgh rikka is juicy. Nice ambience
05-04-2025,15:25:10,No,Amazing service by Kamal !! He was really quick with the service and appreciate his recommendations on the menu!! Keep up the good work !!! 😊
06-04-2025,16:25:10,Yes,Best place to hangout with friends. I have been here with my friends for weekday party after ofc hours. Good service by Sarveshwaar. Must visit place.
07-04-2025,17:25:10,No,Service is amazing!!! Three cheese mushroom is a must try dish. Love the ambience too. And the Ceasar’s chicken salad was good.. wish it had more chicken though.
08-04-2025,18:25:10,Yes,Prathu has done a very good job.He was polite and friendly.He knows very well how to deal with the customers.Otm is a right place to hangout...
09-04-2025,19:25:10,No,Great place and amazing ambience .. perfect location .. excellent service from Sarvesharam.. good beers especially the in house brews and great food .. must visit place .. music is always good too ..
10-04-2025,20:25:10,Yes,"I really like the place.

We ordered
Chicken poppers - 4/5
Peri peri Chicken wings - 5/5 (Very spicy🌶)
California Chicken Pizza - 4/5
Service is lightning quick; really friendly and Efficient Staff.

Perfect Hangout place, if you like fresh Brewed Beer and good food, amazing ambience and Light Music. If you are zomato Gold member, You have one + one on Food too."
11-04-2025,21:25:10,No,"With wooden closed windows covering the walls on the inside, warm well lit ambiance was a stark contrast to other restaurants. We were welcomed by a vintage salsa music with professionals dancing gracefully lifting the mood of the place.
I would recommend you to try 'Dream of Love '.
The menu is extensive. All the dishes we tasted were delicious.
We came out with lifted spirits over the moon"
12-04-2025,22:25:10,Yes,OTM has always been one of our favorites but tonight it was a good experience with my 8month old baby. Very cooperative staff special mention to Mr. Sarveshwar. Excellent food and service. Will visit again soon
13-04-2025,23:25:10,No,"Nice service, soothing music and great ambiance! Mr. Sarweshwar was very cordial and prompt at service! Had some different types of food and drinks for the first time.
Would love to visit this Gachibowli branch again!!"
14-04-2025,00:25:10,Yes,Loved the place. Great food and ambience. Sarveshwar gave us good recommendations and was courteous throughout. Would definitely look forward to coming here again.
15-04-2025,01:25:10,No,Was very pleased and surprised how lovely the place was and delicious food 10/10! Mr. Deepak welcomed us with BIG Smile and made our Evening very pleasant and memorable! I recommend this place 100% worth every penny! @Kavita&Kiran
16-04-2025,02:25:10,Yes,"Nice place with courteous staff. Goooood beer. Anytime.
Very good food.
One of the best places in Hyderabad. Anytime better than hoppery ( for beer and food)."
17-04-2025,03:25:10,No,"A nice place to hangout with friends and have drinks.
Must try the brewed beer. I tried the OTM ledger, which was pretty good.

Food wise pizza was pretty good. We ordered the mexican pizza. Along with crispy lotus stem and water chestnuts.

Deducting one star for poor service and lack of staffs which resulted in delay in services."
18-04-2025,04:25:10,Yes,"Breweries were good!
Good ambience, average food!
Would really love to visit again though, last time around I didn’t get a chance to explore much!!
It’s definitely worth a visit, a good place to hangout!"
19-04-2025,05:25:10,No,I have been here quite a few times now. This place is amazing. The steward Keshav was really polite and helpful and made sure we had a good experience. The food is amazing.
20-04-2025,06:25:10,Yes,Food was bad. Ambience was average. I am not sure why this place is so over hyped. No way its rating should be 4.6. Will never go back to this place.
21-04-2025,07:25:10,No,The managers are so rude to the customers. Twice they declined the entry on two consecutive days. We came here looking at the reviews but the behavior of the staff killed the mood. They seemed bias towards the guests and prefer people whom they know at the entry.
22-04-2025,08:25:10,Yes,"One of the best places to chill and drink in Hyderabad. The Japanese fried chicken, the kung pao chicken and the beautiful ice cold brewed beer ( we loved the Weizen Bock beer) are the best. Ask for Kamal who is simply the sweetest and the best server at the place. He recommended the best dishes and the best beer. Make sure to ask for Kamal when visiting OTM. Cheers!!!"
23-04-2025,09:25:10,No,"One good place to hangout.Ambience here is very good.
We ordered Kukad de sang and River and sea food platter.Both tasted very good.

Food : 4/5
Service : 4/5
Ambience : 4/5"
24-04-2025,10:25:10,Yes,Amazing service and food. Belgium beer is amazing. I really want to appericate makhan he is a great bartender. The way approaches and give service to people is amazing. People like makhan is making over the moon succcess..
